country_year_id,group,checks_D1,checks_D2,frights_D1,frights_D2,justice_D1,justice_D2,corrup_D1,corrup_D2,corrup_D3,trust_D1,cluster_kmeans
Austria_2024_36,BA,-0.6065123564214352,-0.985691540298208,0.8037563280687746,1.3090494569821551,1.3976209211514965,-0.0166753861516782,0.2590907502617831,0.7044834894147965,0.1188061134194812,0.1564955985918533,1
Austria_2024_108,BA,-1.1448172521812934,-0.1510196130580639,1.3406967363225302,0.3448737992914695,1.1300427875313248,0.754667508696238,-0.9056808680412402,-0.1309559484362268,1.030643256368753,1.3930262722813522,1
Austria_2024_514,BA,-1.7388523597205987,-0.7175261415255025,1.3985420336609815,2.237766093010069,0.8174416529865719,-1.1232294837879335,-0.7084215757388626,0.6259477446631626,-0.9986223538908096,0.3072555261621389,1
Austria_2024_677,BA,-0.7243362862993951,0.3906495153867115,0.553424177162793,0.0030151182622396,0.9254151536452164,0.1460793690772953,-0.3899892052701536,-0.5690267684686927,-0.2243577078632746,1.399714235013941,4
Austria_2024_719,BA,-0.1592869527259778,0.7876107045470039,0.1546006159931485,-0.6110494281423761,-0.528893716491092,2.6398379812621693,2.836015189034366,-0.1876659805409328,2.704601763917394,-1.3743567365235134,0
Austria_2024_847,BA,0.1374814646020495,-1.2009666779219077,-0.812239068978967,-0.1339713823847599,-0.1324796241366987,-1.0188230371286136,0.2474560404232592,0.8125248481492598,-0.9923296832856408,-0.0317447215652598,2
Austria_2024_918,BA,2.1116183744606185,-0.3282294835547573,-1.0377226632314285,-1.3638572250626986,-1.377722626139759,0.5709084342835938,1.6040533613742436,-0.0168222070779696,1.6606487634617169,-1.2113208826809214,0
Austria_2024_1025,BA,0.2161329580688811,-0.3235456909366593,-0.1896946763437314,-0.4247789706060972,0.3768185946489605,-0.4629986341065896,-0.4877936607735368,0.0892342441089764,-0.0458055591502364,0.4447536206992129,4
Austria_2024_1089,BA,-0.5577992023806563,1.0830041923787133,0.1044408122975456,-0.040894160178655,0.6745823991720752,-0.2871271967814495,-0.8325124236463565,0.2460510106936043,-0.2070066920613771,-0.4811426465448353,4
Austria_2024_1104,BA,0.0397443022055384,0.5574705189097209,0.6294298907821781,-0.9621127943140962,-0.2180990962398321,0.0393473013496023,-0.5790733182356943,-0.0107927463082188,0.5974761052026932,-0.9062057424780248,4
Austria_2024_1278,BA,1.0635690134720297,-0.2390495597409175,-1.3526324087564996,1.0675994487671383,-2.693909083314298,1.144866450098328,2.3981231501731655,-0.0951271524253574,-0.1380927128174655,-1.9579708648249228,0
Austria_2024_1628,BA,-0.9808753615488308,-1.0654234320639902,0.2396792956223006,2.567795460632699,-0.2651889028532513,-0.051380741097238,0.4349965786481023,0.9391455635375376,-1.6737745679169502,-1.098048747620295,2
Austria_2024_1818,BA,-0.5467803024975838,-0.190673985457574,-0.0817838987457151,1.1086272388846434,1.5568688344242885,-0.7816203271988363,-0.6314588449930848,1.0049594739083283,-1.8826183798619656,1.735171779604327,2
Austria_2024_1898,BA,-1.654108395967938,-1.5494511458135751,1.4364408367984305,0.1113795397760224,1.083215954049352,0.4109309356901587,-0.3501989496283628,-0.4801645164683928,1.795779588236763,0.7551364353557211,1
Austria_2024_2044,BA,0.2779841337842562,-1.0634842359317505,0.2919622412418537,0.7511471710886932,0.803798143030401,-0.3511811192266073,-0.1239422332120326,0.7416681846556947,-0.8494672116413371,0.9150348282481549,2
Austria_2024_2129,BA,0.878468892918074,-0.3287274644091641,-0.7577256879430646,1.0541899491092148,-0.2132271363825938,-1.2267051583039257,-0.8268596523200655,0.5841422116250307,-0.8896606189674559,0.0448488265894646,2
Austria_2024_2370,BA,-0.763365263261153,0.9852574706497846,0.5765837560842011,-1.2414428666233046,1.020056341292189,1.0231460080862216,-0.5669407728464769,0.2337784399448392,0.0247972715298712,-0.6092392795375385,4
Austria_2024_2504,BA,-0.217212232399537,0.7342078610689059,0.0445542213701673,-2.5922549175277103,0.7941799942317014,-0.2484725301602773,-0.5519016588312271,0.3085676008474504,0.1803105760528673,1.231555985772246,4
Austria_2024_2521,BA,0.2986122724674706,0.3121296810901539,-0.3111290765644035,-0.6564076828218459,0.0665876279843237,-0.5140290913664034,-0.1859499987817579,0.5407908760459453,-0.2103504511096001,0.0252077558650125,2
Austria_2024_2543,BA,0.3300737437280843,-1.2468665334398386,-0.1493780719306079,0.7921697534689023,-0.6870656027894301,-0.0783849993828313,0.480087385780699,0.2703716114583778,-0.8182022242621394,-0.121488907531427,2
Austria_2024_2544,BA,0.2624890255186191,-1.215435072570486,0.1429474669071766,-0.0627359073958983,-0.660475482573559,-1.1089207537878227,-0.0879310113764164,0.4221853748884308,0.6483966432605017,-1.0458841424810958,2
Austria_2024_2598,BA,0.6847273752522777,-0.4966589264240273,-0.4838993230261517,0.9460376852570496,0.4524509140244873,-0.3782833186566724,0.8096015986496637,0.7903487261608153,-0.5866564265762473,-0.0695408406141742,2
