country_year_id,group,checks_D1,checks_D2,frights_D1,frights_D2,justice_D1,justice_D2,corrup_D1,corrup_D2,corrup_D3,trust_D1,cluster_kmeans
Austria_2024_208,AB,0.2960531201588793,-1.5947735804005314,-0.36195037716209,-0.1012419556697595,0.5412164992993989,0.9330296943982972,0.7009370132343059,-0.1741971967292559,-0.5626343870364704,1.059504095596132,1
Austria_2024_278,AB,1.7294386385464624,-0.5588303960088055,1.5794412423473183,0.9946048756927508,0.3480573079536521,0.6925026506743969,0.932984244519169,1.2369360172955024,1.8691584799463272,0.3103596412533358,1
Austria_2024_480,AB,-0.7616246355149393,-1.8302967038107771,-0.6098631567834079,1.0901594239483077,2.1843434047638706,-0.4903435449507868,0.7686341230844582,-0.6274589172325686,-1.8564843181029824,1.804287547471105,1
Austria_2024_606,AB,0.5222572573382636,1.2801735385566828,-0.3374779477616251,-0.0247546793417081,-0.0877941132048533,0.4601527076221717,-0.0144343374407361,0.4296633103270472,-0.0974205522075522,0.4744418793192189,1
Austria_2024_642,AB,-0.4746253820214648,-0.608782468436245,-1.5304420165367747,1.5438030628915795,-1.0474196240176874,-0.5072311805143942,-0.8758222734020903,-0.0728512171495205,-1.089141618636086,-0.6194475638468375,0
Austria_2024_849,AB,-0.4418230820771617,0.1842834054431412,-0.3084741020399529,0.0683577650285338,0.3809290278226473,-0.516500515944552,0.5306589230676683,-2.358901708024836,1.3067676776803394,0.2872541798900148,2
Austria_2024_968,AB,-0.6207109339760268,0.6315698869687632,0.4035605471759212,-0.715855325002103,0.7045125339167375,0.9144548350838632,0.2592465280563463,0.1847065558667146,-0.3349099063447435,0.2843976181767054,1
Austria_2024_1082,AB,0.3696140236229063,0.6278458104320905,0.1928139578073762,-0.9143251157384968,0.5690335924501109,-0.5036088962413388,0.5571482862298273,0.141078823406116,-1.3824179662150655,0.9081179216065444,1
Austria_2024_1142,AB,0.6378662506443136,-0.6581046465533966,-0.0315595750665947,-0.408404548229236,0.5859036910930953,1.208246510757124,0.139128628486421,0.3807754795436441,-0.5609282189287019,-0.2046036448433816,1
Austria_2024_1205,AB,0.0748857715963226,0.2806828337916261,-0.0626901323628721,-0.2901536065424696,-1.0550555879189176,1.1709980901838846,-1.052413290883308,0.3452749618698978,0.104728002135846,-0.6835322523375331,0
