country_year_id,group,checks_D1,checks_D2,frights_D1,frights_D2,justice_D1,justice_D2,corrup_D1,corrup_D2,corrup_D3,trust_D1,cluster_kmeans
Austria_2024_269,AA,-1.4437991071944989,-1.1133315711384553,-1.9100605107542037,1.3298008664517975,-1.920637278696265,0.1293789232943033,-0.8124689299339553,-0.3898417885649572,-0.2104771716875495,0.1755663764373268,1
Austria_2024_339,AA,-0.958384165572952,-0.5555794083698313,-0.3677162162745126,-0.103993874448483,-0.4209805604171379,-0.1546710441654161,-0.3265634191134586,-0.3233047365245909,0.4054288366757002,0.1502665208624631,1
Austria_2024_591,AA,1.9739530259510465,0.2988987303910749,0.990476313948237,-0.5219320379327955,1.008392974201829,0.805822965859633,0.8247302550024237,-0.1784545894830046,0.8871781276563351,2.05749516427627,0
Austria_2024_756,AA,0.6911331052857129,-0.820541232405768,0.3985003694851319,-0.468183134725728,0.2426383802320178,-0.4249120933170923,0.1373739505270044,-0.2887714596691782,-0.038698111996808,0.4277774067308652,0
Austria_2024_854,AA,-0.0212009085597627,-0.1183946125790027,0.2078177769568193,-0.4822246686212654,0.927375080365218,2.2154443210782424,0.8182043314594223,0.0318005047533737,0.8161310275551306,1.3247950316120896,0
Austria_2024_987,AA,-0.6773347563435712,-2.0403438388074826,-1.0888162851830907,1.3543336457411037,-0.0373934889547528,-0.0804568077177879,0.1232190940977642,-0.6411324092153196,-0.3383153587251178,0.6345954990693728,1
Austria_2024_1023,AA,0.729753032967984,1.3690626984666086,0.6711040390764672,-1.966304396171276,1.4775801891589664,-1.553358498488105,-0.3265248642849381,1.083154483752627,0.2314647673084892,0.3204974732401083,0
Austria_2024_1129,AA,-1.5821486422182405,-0.4779541746408406,-0.8496329239723193,1.0446074025036551,-0.4699319510278554,-0.1533326998751863,-0.0148465571544594,-0.2919733751079471,0.3468431532698564,0.1454899250072373,1
Austria_2024_1315,AA,-0.4574316315982506,0.3885042129957812,0.0869088430682828,-0.23353056975234,-0.3079946963898861,1.538229239495141,0.3381343707851311,-0.2826890072511192,0.5858182987960535,0.9883508420895134,0
Austria_2024_1319,AA,-0.5243289301636743,-0.677025342391599,-1.078913323558948,-0.2717459565926257,-1.21879829821022,-0.96511100233032,-0.6062775378631388,-0.2896131820221029,0.1674185229616063,-0.9575677188716646,1
Austria_2024_1519,AA,-1.774117443067966,0.2142046927619085,-0.5091789577465331,3.1053581504345833,-0.2616497403399079,-0.5603166412743934,0.9295794844215872,-0.8900070657494056,-0.6222367008743953,0.7630156436733863,0
Austria_2024_1680,AA,-0.3021420541296298,-0.5124982943314891,-0.6134774947116883,0.2794005012931158,-0.1639222268917347,0.8108114419304756,-0.2584795789765278,-0.1712921372874944,0.3631832257908133,0.7793455179595066,1
Austria_2024_1842,AA,-0.3263603955880024,-0.1197742670904487,0.4530405221422607,0.2820218954707724,-0.1560654888892806,0.6344728244681258,-0.2560055788078361,-0.6600001534051001,-0.8448473914642808,0.4167863401790184,0
Austria_2024_1877,AA,0.83772312302123,-0.4631599381771816,1.1297481412127437,1.444484258488936,-0.5679473257106775,-0.4731359836470326,0.2707402196524562,-1.147508611775099,-1.871627267464205,-0.3919910869343514,0
Austria_2024_1965,AA,-0.2412545093671518,0.1166788652186544,0.1030935836969752,-0.9714559095808312,-0.2372263758171117,0.9195849478731084,-0.6567289163139307,0.0830670383821725,0.3410585810675165,0.4293138589854443,1
Austria_2024_2073,AA,2.446333008575389,-0.0787098951668376,0.752552932598198,-1.2636870524377213,0.4075316902706994,-0.1803697004348646,1.4560910426370903,-0.442446884434179,1.312788301339773,0.4869452557972194,0
Austria_2024_2146,AA,1.6216432636924851,-0.0797237614615188,1.0504447918327051,0.0650114140920013,1.191647974830822,0.2282521616209936,0.6303216511857951,-0.6922015987616312,0.3139562716929189,2.05749516427627,0
Austria_2024_2218,AA,1.2949871241839168,-0.4805068224295469,0.6580885733722888,0.3902510528876005,0.0414628377596427,0.1560511378031294,-0.0742210783658839,-0.749964321384383,-0.7581181507620857,-0.1531434225483004,0
Austria_2024_2323,AA,0.1445278964953661,-1.6702696936987358,0.01247030932839,0.9998442428999162,-0.6414746550077207,-0.2689773239034617,0.1376423392569475,-0.8820758205409673,-0.9852371063828111,0.4879243524210071,0
Austria_2024_2482,AA,0.8895993840871956,-1.5838851277586212,0.4367841238770143,0.3274114009827869,0.4101628053252309,-1.2003322131283618,0.6547626661735252,-0.9759222450084276,-0.3540834806729948,0.4391457581299719,0
Austria_2024_2487,AA,0.2557934962395078,-0.654379597335437,-0.2629346382459613,-3.0028141183666897,0.2930665753571838,-0.2680577963261818,0.3054685585897813,0.7876250695684326,2.898658901893899,0.1340469076188225,1
Austria_2024_2582,AA,0.665732369501526,0.5868242120387996,0.3008950060066901,-1.4989101684575603,0.61017956360858,-0.5274750083579626,-0.8024237771443444,0.1460254941379511,0.7685728206703657,1.0588447705034394,0
Austria_2024_2622,AA,-0.0166814300946134,0.7473404346821934,-0.303664768163535,-1.1354240338678443,-0.4450681570617228,0.4766451303811274,-0.5795542730570521,4.484147000462485,-2.3581511636275003,-0.0987553842813868,2
Austria_2024_2651,AA,0.1417948660470735,-1.5688156752827829,0.5912050401518598,3.0363900745928034,-0.2642179628717663,-0.2118648727074336,1.0414925202919365,-1.5115279925686196,-2.161342793954692,0.5838597838814288,0
Austria_2024_2720,AA,-0.2433904048976193,-0.6931259914889158,-0.9013949403534331,1.131345265839283,-0.8127959976242157,-0.0102323699702434,-1.2367066479995683,-0.5092925143053723,-0.2749914216185581,-0.9539696444682566,1
Austria_2024_3348,AA,-0.1808711409066202,-1.0357583636617202,-0.0146661895325427,3.382203555075783,-0.6541497322203244,0.8442233496137026,0.7806329256255422,-1.3584813308737975,-1.866457170398924,1.0555165108150768,0
Austria_2024_3456,AA,0.049314368101751,-1.3515664841217927,0.6712572661593296,-0.1437845148486143,-0.4164278034995709,0.1807825740040052,-0.5291627421494884,-0.8548247392808632,-1.2824624143825023,0.6107093178668553,0
Austria_2024_3537,AA,1.005373961799892,0.0237529561258427,0.6559494777671784,-0.054399829861003,1.3632893906295118,1.0495534780665643,1.4621013057201373,-0.5518708779415679,0.3143356845002349,1.9333209402169935,0
