country_year_id,group,checks_D1,checks_D2,frights_D1,frights_D2,justice_D1,justice_D2,corrup_D1,corrup_D2,corrup_D3,trust_D1,cluster_gmm
Austria_2024_161,BB,0.6955670307142034,2.5889887137699836,-0.7402937980082795,1.7950467237158303,0.4573004386873731,0.7350524698392976,0.4856346503017916,0.2621394610215663,-1.0229233997538538,-0.8774335570958943,3
Austria_2024_243,BB,1.0373055725665306,-0.304638004059646,1.2966140419416818,-0.7619572474338265,0.4023523782524554,-0.5711336315531581,0.5267403304926727,-0.5002099005975659,0.3959518816940314,1.3843771802238471,1
Austria_2024_258,BB,-0.7808328359550126,-0.4343824006123337,-0.3457047844497666,-2.2200670466949233,0.2374047084201857,-1.0949792023080562,-0.9075753969341852,-1.3555561608813125,2.0570566056489716,-0.4923938376590722,3
Austria_2024_319,BB,-0.3379385978603729,0.0112335368405219,0.0384342549091079,0.3188762323621091,-0.0034189389562959,0.5638718042620458,0.6333902410963712,0.940970075300577,0.5807805238100281,-1.3447368779675075,0
Austria_2024_324,BB,1.360456504087186,-1.258186836162214,2.5664708144473516,0.3044233452887216,0.3554703544313947,1.2120591386389958,-1.009647645116544,3.2740543228183254,-0.7691120441753093,1.3080063159402315,0
Austria_2024_493,BB,-2.471491598339162,0.5455742129724709,-1.3780838386989458,1.465587054789382,-1.9310372472802355,1.0798649930752908,-1.3423581545864032,-0.0539915908309931,-1.5353026405976165,-2.0579814454363117,3
Austria_2024_672,BB,-0.6733796585465729,-1.1235683823551286,0.0129629060173781,-0.2242237127248444,-0.0965722757053075,-0.0168113006030634,-0.133963151945911,-0.6559921657174218,0.3055711706940446,-1.3291480260878832,2
Austria_2024_797,BB,-0.9004921327137578,-2.1454194795764523,0.7828482899585277,-0.9642673572227992,0.5959936811913288,-0.8999768529806053,0.4703546703769072,-0.6157763016842182,0.3396476301889602,0.2844098040449986,1
Austria_2024_823,BB,-1.8969899891121875,-0.4180399293264034,-0.3798835212733334,0.46565413446193,0.5937828589846404,0.9758919020944798,-0.3476812953270636,0.033684010840941,0.367009751520077,-1.1721699970089414,3
Austria_2024_931,BB,-0.3520365652512069,0.7523777236131977,-0.8951916073013901,0.873738918160315,0.5121463197864065,0.0026404834024567,0.0242986246218806,-0.5620906026461545,0.1618749887674252,0.3037005656901332,2
Austria_2024_1088,BB,0.0712047441213539,0.1719087621244233,-0.1125019799109792,0.6759618623903628,-0.7718668074734623,1.2111078296012103,-0.8649203964381615,0.2982865334288404,-2.2240371968502104,-0.7487802948390374,3
Austria_2024_1156,BB,-0.081960554331363,-1.7644813634558798,0.9170093584472012,-1.57573214934525,1.293626016589515,-0.6910309761100962,-1.0477790612455626,-0.862885492944468,1.013374495714097,0.2660889278481015,3
Austria_2024_1162,BB,0.6178820019090817,-0.3077707044930441,0.3154637817403103,-1.5821240918863135,0.2355042006148602,0.1608414774400338,0.3758759526837351,-0.6789019032879889,0.8558995221401667,-0.2967446355528774,1
Austria_2024_1191,BB,-0.8624324216704655,0.0975928605334935,0.0539478030245595,0.9069240922325628,0.0507011833353936,-0.0770052367303923,0.1351637014156876,0.4264913498053116,-0.9050742423907412,-0.2872264834642379,3
Austria_2024_1583,BB,-0.3186441504409049,-1.083240290379409,0.2994474349919901,0.5885994151674367,0.8833951656356605,1.2248271253901348,0.350472603094898,-0.1178385194991215,-0.78013103272027,-0.6045138940915394,2
Austria_2024_1695,BB,0.637789586339456,0.9985583763207674,0.329865538635341,-0.0404010767949358,0.0091843739372824,1.2228534875343575,-1.8197660059466163,2.804687163042909,-0.4331308402084737,1.0926188449123788,0
Austria_2024_1747,BB,0.6909349585958556,-1.5001655120261423,1.4168021144177247,-2.095895283017547,2.0220626779486564,0.32608593134469,0.6259790825026372,-0.6219856290838697,0.7450109084195821,1.3337664411381984,1
Austria_2024_1839,BB,-0.0912347181295906,0.3463300050908907,-0.3056813835855253,0.2996264104853996,0.8710963206941583,-1.239679325414207,1.4852762174172884,-0.4571860786878601,0.632763559382761,0.5052400949395233,2
Austria_2024_1907,BB,-0.5911857412290241,0.2027920564402,-0.9219970616560864,-0.3501089282625355,-0.5026701819975041,1.0603206325204757,-1.6074453413492285,-0.6360352973577876,-0.466306427377227,-1.188215017161906,2
Austria_2024_1943,BB,-0.2883653679658575,-1.624027412982273,0.2668685638472325,-1.9187490521787705,1.1750712785291828,-1.4208973079379332,0.0092310167957197,-1.1264746890479866,2.1197056047892406,0.994614142922538,1
Austria_2024_2008,BB,0.216181940312563,0.6638666430761562,-0.3712978654015028,0.7346887646849968,0.3747921864818531,0.1397542721030639,-0.5764165510351983,-0.3169447722315387,-0.6716731375770282,-0.618775925630377,2
Austria_2024_2180,BB,-0.2555705886599047,-1.861767307568124,0.4634201016789542,-1.7920195376925152,0.3928391557029296,-1.1526893102961064,-0.4772668130857503,-1.0886725039713314,1.4753918574221343,0.2745301194347642,1
Austria_2024_2204,BB,-1.2632311269255332,-0.1318900052736454,-0.8990178649337969,0.9152283408007984,0.1992991244602666,-1.6140232797707332,0.4569708660675841,-0.4008753656864897,-0.4971815750398654,0.3116053783932203,2
Austria_2024_2208,BB,-0.1522308268875332,-1.3415536119342508,-0.010076100518559,-2.3086765109379237,0.5629155608628811,-1.2987643303178236,-0.2632021480826358,-1.2261810255834802,1.8672436420988403,0.188982385505477,1
