country_year_id,umap_1,umap_2
Austria_2024_12713,-0.5698798,7.991469
Austria_2024_12775,-3.1280189,5.910154
Austria_2024_12918,7.4623666,12.133861
Austria_2024_13064,7.6655326,10.571586
Austria_2024_13168,7.3935013,10.258092
Austria_2024_13171,-1.1666224,6.6707873
Austria_2024_13225,9.035095,7.932318
Austria_2024_13289,3.978492,5.2616787
Austria_2024_13459,5.80913,8.146419
Austria_2024_13485,7.270714,11.91701
Austria_2024_13754,3.4377105,9.711627
Austria_2024_13806,7.5818357,11.029337
Austria_2024_13862,1.9127809,4.2583323
Austria_2024_14096,3.1932747,7.3906384
Austria_2024_14122,7.5572433,12.907637
Austria_2024_14132,1.822139,3.609451
Austria_2024_14219,7.885972,12.26149
Austria_2024_14326,8.809595,10.955424
Austria_2024_14432,7.338703,11.18095
Austria_2024_14474,-0.77755606,9.068313
Austria_2024_14511,3.0932598,8.226326
Austria_2024_14638,-0.9677308,8.797734
Austria_2024_14699,3.3480093,9.612683
Austria_2024_14722,0.9060909,4.125412
Austria_2024_14786,2.6258163,3.0274234
Austria_2024_14882,7.526754,8.537302
Austria_2024_15057,4.277214,9.411603
Austria_2024_15075,5.1631136,4.5841684
Austria_2024_15154,1.0163107,10.420132
Austria_2024_15178,2.5728865,12.265712
Austria_2024_15221,5.441824,6.401972
Austria_2024_15351,0.6355663,7.062217
Austria_2024_15473,1.6726238,5.0029244
Austria_2024_15544,5.6328516,5.4098883
Austria_2024_15555,-1.9614017,4.9702783
Austria_2024_15906,5.5155807,5.3432508
Austria_2024_15949,-3.036537,7.592697
Austria_2024_15953,6.051281,12.99384
Austria_2024_16074,6.081027,10.946777
Austria_2024_16131,-2.3735178,5.431572
Austria_2024_16214,1.6691655,10.435983
Austria_2024_16603,-0.8837771,7.985794
Austria_2024_16612,1.0891902,9.4643135
Austria_2024_16689,4.823671,10.838241
Austria_2024_16986,1.9063699,4.4574137
Austria_2024_17075,2.1742752,4.348717
Austria_2024_17218,4.658719,8.91968
Austria_2024_17227,7.0436106,10.257111
Austria_2024_17394,2.654125,9.340854
Austria_2024_17465,5.383953,8.867965
Austria_2024_17527,6.8892026,5.226783
Austria_2024_17787,-3.329675,6.3476243
Austria_2024_17842,-0.46547166,8.030309
Austria_2024_17846,1.7401655,7.375452
Austria_2024_18035,-0.06066623,11.215609
Austria_2024_18096,-2.1421447,7.4472246
Austria_2024_18125,3.7004077,8.706284
Austria_2024_18145,5.2129083,7.0664864
Austria_2024_18384,2.0246174,5.806465
Austria_2024_18425,4.313953,9.12855
Austria_2024_18556,4.061992,6.2462754
Austria_2024_18574,6.5812306,10.947908
Austria_2024_18605,5.6485114,6.1050906
Austria_2024_18646,3.2899086,10.161612
Austria_2024_18729,1.7050073,5.746641
Austria_2024_18803,4.783567,6.5056086
Austria_2024_18988,-2.4615135,6.3825173
Austria_2024_19055,9.451597,3.6425548
Austria_2024_19124,1.2473383,4.555228
Austria_2024_19562,3.0912757,5.670679
Austria_2024_19615,1.3406281,7.003964
Austria_2024_19669,10.961179,10.382911
Austria_2024_19687,1.947198,7.8402085
Austria_2024_19923,5.2970243,8.864934
Austria_2024_19943,7.6881566,10.100143
Austria_2024_19998,-2.4664133,6.7140727
Austria_2024_20109,7.2134004,2.6292963
