country_year_id,umap_1,umap_2
Austria_2024_6985,0.82395846,10.49486
Austria_2024_6987,1.1906178,4.0782647
Austria_2024_7201,2.015333,2.0066044
Austria_2024_7206,1.5999401,11.00066
Austria_2024_7321,4.788453,9.871
Austria_2024_7656,10.0801935,7.998557
Austria_2024_7854,6.5183697,9.453967
Austria_2024_7860,6.62211,10.829604
Austria_2024_7916,8.698459,8.355666
Austria_2024_7980,7.1337733,6.6417694
Austria_2024_8018,4.4578276,9.21775
Austria_2024_8046,11.092284,6.851673
Austria_2024_8164,7.4428883,8.790458
Austria_2024_8228,2.6275399,11.833643
Austria_2024_8544,1.7336779,8.785345
Austria_2024_8559,2.6810853,4.406299
Austria_2024_8726,11.318658,7.8315225
Austria_2024_8827,5.2085576,8.083747
Austria_2024_8853,5.6941247,11.872447
Austria_2024_8901,-0.32372373,11.989493
Austria_2024_8993,0.6368304,6.815747
Austria_2024_9198,9.185471,5.2146106
Austria_2024_9243,3.2511985,3.2729506
Austria_2024_9302,5.170406,7.5531206
Austria_2024_9501,11.80793,8.610306
Austria_2024_9611,9.536582,7.4066925
Austria_2024_9617,7.342782,12.470054
Austria_2024_9664,8.768929,7.192335
Austria_2024_9673,8.755131,8.145517
Austria_2024_9942,4.832484,5.622017
Austria_2024_10200,6.6582675,12.866273
Austria_2024_10213,3.3476331,10.175102
Austria_2024_10432,3.122408,8.895759
Austria_2024_10494,7.79803,10.446055
Austria_2024_10534,8.029033,11.741711
Austria_2024_10821,-1.6076815,8.611131
Austria_2024_10955,2.6956682,11.185755
Austria_2024_11402,9.57426,10.170647
Austria_2024_11412,12.508758,8.01675
Austria_2024_11527,6.8355665,7.6696396
Austria_2024_11594,6.07577,5.384983
Austria_2024_11677,3.500308,3.0128784
Austria_2024_11683,6.15977,8.497145
Austria_2024_11695,1.7905365,11.299657
Austria_2024_11716,11.897413,8.040117
Austria_2024_11788,2.9883792,11.226515
Austria_2024_12121,11.432946,8.073111
Austria_2024_12239,4.872599,11.208427
Austria_2024_12387,1.3609959,1.8169914
Austria_2024_12638,6.6257014,7.8172355
Austria_2024_12828,-1.4949982,10.976682
Austria_2024_12830,4.453168,6.8817015
Austria_2024_12940,0.233536,9.917357
Austria_2024_13293,6.9318037,10.429295
Austria_2024_13931,7.7730603,9.710481
Austria_2024_14078,0.51244324,7.15999
Austria_2024_14179,3.3993337,9.430665
Austria_2024_14181,4.5333285,10.599079
Austria_2024_14333,7.805414,6.1803613
Austria_2024_14509,10.625292,6.3567433
Austria_2024_14552,-1.6158491,10.714295
Austria_2024_14572,3.4712114,10.105229
Austria_2024_14603,12.960881,6.9124103
Austria_2024_14791,9.741882,7.361861
Austria_2024_14823,11.085996,8.433612
Austria_2024_14829,8.391631,11.007575
Austria_2024_14894,9.072429,10.906764
Austria_2024_14994,11.446498,7.832752
Austria_2024_15140,10.295245,9.737532
Austria_2024_15159,1.117287,9.105749
Austria_2024_15461,-1.3471093,10.544434
Austria_2024_15539,8.819161,10.711489
Austria_2024_15801,7.7361145,10.175787
Austria_2024_15868,11.519144,9.120543
Austria_2024_16115,4.8469834,8.193757
Austria_2024_16187,10.006247,8.735994
Austria_2024_16359,4.0008545,7.0127344
Austria_2024_16360,7.0970798,11.424705
Austria_2024_16529,9.805057,9.643052
Austria_2024_16568,2.3755178,7.7593603
Austria_2024_16725,11.224633,7.1671267
Austria_2024_17014,2.8219142,10.166499
Austria_2024_17023,1.6300185,11.781638
Austria_2024_17436,6.46884,6.172562
Austria_2024_17515,1.5440245,12.9434
Austria_2024_17557,9.817462,9.300718
Austria_2024_17572,3.564466,7.0977654
Austria_2024_17810,8.200813,9.309499
Austria_2024_17968,9.346443,9.146161
Austria_2024_17999,11.484474,7.627483
Austria_2024_18028,5.7298975,7.853256
Austria_2024_18029,7.3981557,7.696419
Austria_2024_18069,12.270671,8.904982
Austria_2024_18169,4.535448,12.71419
Austria_2024_18307,6.1679306,12.768711
Austria_2024_18422,2.619289,10.694177
Austria_2024_18752,9.696998,8.858084
Austria_2024_18962,7.3961678,9.00867
Austria_2024_18966,7.235737,7.3381057
Austria_2024_19053,6.36156,10.796079
Austria_2024_19306,0.568407,7.7773356
Austria_2024_19353,10.287401,10.4498825
Austria_2024_19390,12.42486,9.403797
Austria_2024_19556,9.016739,8.460716
Austria_2024_19579,5.529451,9.480208
Austria_2024_19652,8.162488,5.161078
Austria_2024_19709,9.677254,10.204399
Austria_2024_19721,12.462849,7.6153884
Austria_2024_19727,4.9863486,5.5352526
Austria_2024_19748,8.523612,11.182675
Austria_2024_19979,1.5312045,7.28754
Austria_2024_19989,9.40385,7.533771
Austria_2024_20023,10.121596,6.9288363
Austria_2024_20085,3.7214866,10.4568615
Austria_2024_20161,5.2846265,6.6257863
Austria_2024_20434,5.817873,7.7517467
Austria_2024_20527,6.147088,10.549061
Austria_2024_20672,4.9596505,7.402416
Austria_2024_20743,7.633246,12.733324
Austria_2024_20922,6.8335595,12.668474
Austria_2024_20925,5.4428244,11.656131
Austria_2024_20968,6.6788936,7.6625347
Austria_2024_21027,4.892784,10.424219
Austria_2024_21186,9.164921,8.289639
Austria_2024_21240,1.786294,2.1067991
Austria_2024_13,8.371041,9.470737
Austria_2024_38,10.173049,10.650285
Austria_2024_192,8.967953,11.275536
Austria_2024_250,3.9899774,10.381486
Austria_2024_332,6.6387715,5.822406
Austria_2024_376,6.560788,5.7763104
Austria_2024_460,7.896174,7.341196
Austria_2024_697,6.236034,10.057183
Austria_2024_734,2.2527678,11.792453
Austria_2024_786,-0.7040696,11.866937
Austria_2024_817,3.1503828,4.5396953
Austria_2024_995,11.356009,7.4240355
Austria_2024_1061,12.47826,7.781139
Austria_2024_1099,9.932421,10.313276
Austria_2024_1189,3.8787093,6.590689
Austria_2024_1286,12.84205,7.3705063
Austria_2024_1445,5.8512483,5.59075
Austria_2024_1449,2.3950086,8.061583
Austria_2024_1516,5.035271,8.01645
Austria_2024_1632,7.808612,10.301005
Austria_2024_1771,6.533632,7.591792
Austria_2024_1850,9.920518,9.71364
Austria_2024_1937,6.8152227,13.178806
Austria_2024_1963,5.013618,7.0237446
Austria_2024_2092,7.9806657,10.012964
Austria_2024_2444,11.3430605,5.904136
Austria_2024_2712,9.266028,12.506093
Austria_2024_2802,10.398087,6.626141
Austria_2024_2963,9.224871,8.844276
Austria_2024_3306,1.390613,9.637695
Austria_2024_3384,9.0754,5.505488
Austria_2024_3473,2.2702415,4.365029
Austria_2024_3495,8.185103,9.094604
Austria_2024_3518,6.1710663,10.345331
Austria_2024_3533,10.167597,8.929685
Austria_2024_3675,6.6588316,11.631296
Austria_2024_3692,4.7243934,7.0578175
Austria_2024_3793,6.5130653,7.288465
Austria_2024_3821,7.7747846,9.593079
Austria_2024_3831,8.119984,10.56561
Austria_2024_4000,3.152001,5.4997153
Austria_2024_4013,0.6093141,10.728842
Austria_2024_4035,9.106528,7.989852
Austria_2024_4132,3.408114,12.605831
Austria_2024_4189,-0.23667802,9.287147
Austria_2024_4346,2.2873435,8.43968
Austria_2024_4436,3.561665,6.1793394
Austria_2024_4524,11.341854,8.005037
Austria_2024_4653,1.9778131,10.675067
Austria_2024_5127,7.9871893,5.843908
Austria_2024_5204,10.905003,10.745768
Austria_2024_5433,7.646199,10.33725
Austria_2024_5536,5.206285,9.801123
Austria_2024_5619,12.415236,9.424797
Austria_2024_5648,1.3048441,10.623867
Austria_2024_5661,7.510751,10.682606
Austria_2024_6011,4.6883926,10.629096
Austria_2024_6128,8.443927,10.801094
Austria_2024_6277,9.999702,10.62441
Austria_2024_6325,4.957883,11.711239
Austria_2024_6338,4.128773,7.907197
Austria_2024_6369,1.6689858,8.206326
Austria_2024_6872,10.004308,10.978835
Austria_2024_7152,0.98072165,9.724418
Austria_2024_7184,11.032624,6.7584205
Austria_2024_7347,3.5060127,1.1639096
Austria_2024_7464,4.021617,12.185972
Austria_2024_7693,7.0075655,12.912453
Austria_2024_7703,1.7066352,7.7927747
Austria_2024_7766,4.635347,8.05475
Austria_2024_7928,1.5840474,8.015528
Austria_2024_8094,9.164407,9.448195
Austria_2024_8181,3.1818564,12.385246
Austria_2024_8222,5.664766,6.563395
Austria_2024_8342,2.6946893,10.28773
Austria_2024_8407,10.3269,8.16226
Austria_2024_8552,3.9420743,8.368098
Austria_2024_8611,3.1854436,12.33246
Austria_2024_8731,7.085944,11.304777
Austria_2024_8879,5.6092157,7.0779967
Austria_2024_8924,5.12142,9.1129675
Austria_2024_9010,8.709523,10.714324
Austria_2024_9029,9.715843,11.403202
Austria_2024_9132,10.636157,10.535771
Austria_2024_9154,6.0273542,13.800322
Austria_2024_9196,6.973405,11.731875
Austria_2024_9575,4.254831,11.720002
Austria_2024_9610,8.056655,8.119958
Austria_2024_9621,6.543613,12.77082
Austria_2024_9676,6.9473214,12.694353
Austria_2024_9836,10.038986,10.80199
Austria_2024_9853,8.832601,9.600341
Austria_2024_9858,7.1759257,10.108305
Austria_2024_9946,9.31595,10.060538
Austria_2024_10109,9.239919,10.225538
Austria_2024_10176,9.403068,9.385552
Austria_2024_10202,4.020526,10.222251
Austria_2024_10242,8.025225,5.202209
Austria_2024_10357,4.8168125,6.725698
Austria_2024_10601,5.4785705,11.924948
Austria_2024_10642,2.4566042,8.481682
Austria_2024_10816,4.4862056,10.576865
Austria_2024_11030,9.36321,11.586749
Austria_2024_11251,7.6149755,7.8842125
Austria_2024_11259,0.8567612,6.470897
Austria_2024_11269,8.403017,8.639848
Austria_2024_11524,8.1210985,10.619758
Austria_2024_11526,3.46742,10.403005
Austria_2024_11609,5.1969137,8.237017
Austria_2024_11767,1.0243226,9.163344
Austria_2024_11864,10.437929,10.216668
Austria_2024_12066,8.072876,10.616983
Austria_2024_12359,3.240368,12.579664
Austria_2024_12488,1.7044114,11.359406
Austria_2024_12623,0.34403664,12.622868
Austria_2024_12722,4.7150216,6.191514
Austria_2024_12805,9.339463,8.724377
Austria_2024_12881,11.510366,7.4885907
Austria_2024_12934,9.567775,8.089114
Austria_2024_12982,6.235192,9.8511715
Austria_2024_13146,6.696542,10.883459
Austria_2024_13255,9.57681,10.354341
Austria_2024_13574,4.9394836,5.5911517
Austria_2024_13588,8.21752,6.3529315
Austria_2024_13729,12.709925,7.4549346
Austria_2024_13757,6.8158684,10.684021
Austria_2024_13949,3.625687,12.758478
Austria_2024_14160,2.4383826,11.349362
Austria_2024_14203,6.3543143,12.054893
Austria_2024_14370,7.4869003,10.542569
Austria_2024_14395,3.7710702,12.542319
Austria_2024_14468,8.839162,6.0830793
Austria_2024_14520,7.92785,5.9859533
Austria_2024_14847,11.955713,7.4967484
Austria_2024_15026,6.0911436,8.874764
Austria_2024_15110,4.8339124,8.794901
Austria_2024_15332,8.642145,5.1205964
Austria_2024_15462,6.332857,9.73601
Austria_2024_15662,3.4511032,7.5195765
Austria_2024_15719,7.1977105,9.486058
Austria_2024_15786,3.8096926,8.423964
Austria_2024_15913,11.726644,9.248051
Austria_2024_16182,7.427976,8.816641
Austria_2024_16478,3.8051314,4.844149
Austria_2024_16494,6.7984667,11.0061245
Austria_2024_16531,8.201235,6.307842
Austria_2024_16545,5.7374644,10.961873
Austria_2024_16645,3.55348,8.589557
Austria_2024_16707,11.095436,8.603991
Austria_2024_16762,11.450857,8.676327
Austria_2024_16809,5.888302,7.4704986
Austria_2024_17077,4.2491236,6.682267
Austria_2024_17162,5.1616435,5.952925
Austria_2024_17680,7.27786,11.805151
Austria_2024_17784,4.8292217,7.1547165
Austria_2024_17924,3.1097662,12.684001
Austria_2024_18027,2.780889,6.6338167
Austria_2024_18220,8.492181,7.32799
Austria_2024_18587,7.5164466,10.00665
Austria_2024_18606,8.84279,4.924203
Austria_2024_18698,3.074246,10.630649
Austria_2024_18793,6.409839,10.160907
Austria_2024_18855,1.370204,1.9135121
Austria_2024_18857,0.94944394,8.941643
Austria_2024_19027,3.7069438,7.300509
Austria_2024_19174,9.5718,6.617083
Austria_2024_19398,2.7292573,4.074796
Austria_2024_19434,3.5316992,6.9959874
Austria_2024_19448,7.7185984,5.4828787
Austria_2024_19537,-1.3049196,10.305765
Austria_2024_19549,8.934387,9.715964
Austria_2024_19555,7.7363377,12.474436
Austria_2024_19621,9.165792,5.3060083
Austria_2024_19733,8.674923,7.6071844
Austria_2024_19848,1.0050665,11.566177
Austria_2024_20387,6.5398116,11.551543
Austria_2024_20427,7.568618,12.473328
Austria_2024_20683,7.57755,6.551115
Austria_2024_20782,4.221513,10.7050295
Austria_2024_20883,3.917236,12.372401
Austria_2024_21208,4.8398333,6.0206184
Belgium_2024_270,7.332225,8.688245
Belgium_2024_369,7.4918423,7.96968
Belgium_2024_453,6.039491,11.098139
Belgium_2024_569,1.4923383,6.3127136
Belgium_2024_1095,0.8135016,12.328548
Belgium_2024_1214,6.800005,7.4024444
Belgium_2024_1560,2.9765928,0.7070726
Belgium_2024_1627,12.4753685,8.880923
Belgium_2024_1704,3.466616,1.8069476
Belgium_2024_1775,4.4072347,5.2755804
Belgium_2024_1913,-0.79371935,11.233648
Belgium_2024_2004,6.7135673,5.9279075
Belgium_2024_2105,10.048456,5.9162283
Belgium_2024_2128,2.4655542,1.2850769
Belgium_2024_2278,12.054928,6.564961
Belgium_2024_2324,12.394426,6.4028363
Belgium_2024_2328,9.374585,12.439315
Belgium_2024_2597,-0.10318265,10.898582
Belgium_2024_2726,10.035979,11.173064
Belgium_2024_2917,3.5436907,1.2403055
Belgium_2024_2957,1.1885958,11.424621
Belgium_2024_3021,11.746128,6.544281
Belgium_2024_3093,12.461097,6.3277597
Belgium_2024_3182,3.7591913,6.5890284
Belgium_2024_3191,7.6657524,11.419401
Belgium_2024_3531,-1.2727909,10.585903
Belgium_2024_3545,8.543303,9.313677
Belgium_2024_3771,0.7021843,12.3790455
Belgium_2024_3979,9.135428,5.2305694
Belgium_2024_4064,1.3446531,11.811189
Belgium_2024_4357,3.2137275,2.8467104
Belgium_2024_4920,12.158351,7.8893266
Belgium_2024_5000,9.765427,10.649339
Belgium_2024_5024,8.818531,9.399593
Belgium_2024_5200,3.927412,4.032612
Belgium_2024_5240,2.832825,2.442051
Belgium_2024_5304,5.1946335,13.311454
Belgium_2024_5344,3.612879,0.34432334
Belgium_2024_5483,3.2201018,3.0967805
Belgium_2024_5524,4.669997,5.63499
Belgium_2024_5643,7.971751,7.7607584
Belgium_2024_6272,-1.1531804,9.690022
Belgium_2024_6279,4.41628,5.142049
Belgium_2024_6305,5.535482,10.582812
Belgium_2024_7374,2.293479,4.3417253
Belgium_2024_7383,1.3647256,12.4261055
Belgium_2024_7393,4.4917526,8.754074
Belgium_2024_7612,9.234923,5.2560277
Belgium_2024_7736,1.6573387,2.97682
Belgium_2024_8499,8.643294,11.882839
Belgium_2024_8740,7.3402452,5.575216
Belgium_2024_8752,8.153382,6.1046066
Belgium_2024_9116,2.054743,10.358458
Belgium_2024_9259,1.855846,3.745544
Belgium_2024_9515,10.485885,9.643093
Belgium_2024_9573,1.5352969,5.2201924
Belgium_2024_9890,7.089162,11.268302
Belgium_2024_9940,9.957553,8.301224
Belgium_2024_9968,2.3998814,6.441436
Belgium_2024_10113,4.761332,9.546069
Belgium_2024_10347,12.070571,5.699597
Belgium_2024_10452,10.299568,9.442768
Belgium_2024_10512,6.279794,7.4907775
Belgium_2024_10726,1.785828,1.3119372
Belgium_2024_10751,8.944704,9.197431
Belgium_2024_11089,4.109392,4.3352337
Belgium_2024_11190,2.9513872,7.4926624
Belgium_2024_11335,3.0633163,0.9688754
Belgium_2024_11351,7.8301682,6.3218126
Belgium_2024_11365,4.163219,9.687447
Belgium_2024_11498,2.3053892,2.5324044
Belgium_2024_11519,8.464393,5.0016594
Belgium_2024_11618,10.487434,5.342508
Belgium_2024_11728,5.758135,10.747728
Belgium_2024_11789,10.459023,10.864968
Belgium_2024_12205,2.612568,10.901591
Belgium_2024_12289,11.945056,8.260208
Belgium_2024_12298,2.6039786,0.886804
Belgium_2024_12314,6.527448,8.422596
Belgium_2024_12496,1.4539089,12.992059
Belgium_2024_12554,0.84689176,9.651133
Belgium_2024_12630,8.117533,11.833803
Belgium_2024_12893,7.0362186,10.237424
Belgium_2024_13043,4.4454293,8.827538
Belgium_2024_13378,9.051426,9.708776
Belgium_2024_13379,5.6781607,9.438467
Belgium_2024_13535,6.1499143,7.0413017
Belgium_2024_13567,5.2821264,10.49024
Belgium_2024_13756,8.843144,7.1500945
Belgium_2024_13788,3.239955,11.780765
Belgium_2024_13841,2.7801585,6.513213
Belgium_2024_14221,4.520991,9.971425
Belgium_2024_14264,-0.91946775,8.37479
Belgium_2024_14436,5.7125783,11.282216
Belgium_2024_14476,4.379613,10.713442
Belgium_2024_14718,3.9599419,11.724042
Belgium_2024_14828,7.2398443,6.268732
Belgium_2024_14868,8.613094,7.3393145
Belgium_2024_14869,2.4560611,8.397886
Belgium_2024_15074,4.1856265,7.245508
Belgium_2024_15280,2.7448108,3.4449728
Belgium_2024_15354,2.725858,0.6425435
Belgium_2024_15372,4.263708,6.9071665
